0-att_sum,1-att_sum,2-att_sum,3-att_sum,4-att_sum,5-att_sum,6-att_sum,0-att_cnt,1-att_cnt,2-att_cnt,3-att_cnt,4-att_cnt,5-att_cnt,6-att_cnt,0-att_sum_min,1-att_sum_min,2-att_sum_min,3-att_sum_min,4-att_sum_min,5-att_sum_min,6-att_sum_min,0-att_sum_max,1-att_sum_max,2-att_sum_max,3-att_sum_max,4-att_sum_max,5-att_sum_max,6-att_sum_max,0-att_sum_avg,1-att_sum_avg,2-att_sum_avg,3-att_sum_avg,4-att_sum_avg,5-att_sum_avg,6-att_sum_avg,7-att_sum
3148.28,4889.26,5479.1500000000015,5479.1500000000015,5760.0700000000015,5760.0700000000015,7377.19,13.0,20.0,24.0,24.0,26.0,26.0,33.0,79.8,35.0,82.1,0.0,55.99,0.0,30.99,300.71,628.37,211.29,0.0,224.93,0.0,842.61,242.17538461538464,244.463,228.29791666666668,228.29791666666668,221.54115384615383,221.54115384615383,223.55121212121213,8970.87
820.0,1404.5,1404.5,1404.5,1679.1,1679.1,1679.1,6.0,7.0,7.0,7.0,9.0,9.0,9.0,0.0,584.5,0.0,0.0,117.0,0.0,0.0,0.0,584.5,0.0,0.0,157.6,0.0,0.0,136.66666666666666,200.64285714285717,200.64285714285717,200.64285714285717,186.56666666666663,186.56666666666663,186.56666666666663,1679.1
26088.69,29061.01,40583.9,43717.16,45792.31000000001,48206.29000000001,51421.51000000001,96.0,105.0,142.0,157.0,175.0,192.0,206.0,21.0,24.99,12.0,10.0,25.0,23.9,44.0,89.9,913.7,1618.98,580.28,239.0,383.59,1212.25,271.75718750000004,276.77152380952384,285.80211267605637,278.45324840764334,261.6703428571429,251.07442708333335,249.6189805825244,56746.72000000001
32362.04,37260.17,37260.17,37260.17,37260.17,37260.17,37260.17,34.0,37.0,37.0,37.0,37.0,37.0,37.0,142.37,774.0,0.0,0.0,0.0,0.0,0.0,3151.0,3003.19,0.0,0.0,0.0,0.0,0.0,951.8247058823528,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,37260.17
10192.14,10594.14,11816.48,14103.48,20527.58,25411.08,31423.28,26.0,27.0,30.0,36.0,50.0,58.0,77.0,0.0,402.0,75.34,55.0,39.9,96.0,60.0,0.0,402.0,773.0,745.0,1281.4,1875.5,771.45,392.00538461538457,392.3755555555555,393.8826666666666,391.76333333333326,410.5516,438.12206896551726,408.09454545454554,42581.18
11628.0,11828.0,11828.0,11828.0,24529.0,24704.0,29464.0,21.0,22.0,22.0,22.0,30.0,32.0,39.0,137.0,200.0,0.0,0.0,40.0,45.0,100.0,1384.0,200.0,0.0,0.0,6265.0,130.0,1920.0,553.7142857142857,537.6363636363636,537.6363636363636,537.6363636363636,817.6333333333333,772.0,755.4871794871794,30908.0
14342.719999999998,16459.51,21157.86,21177.85,23540.620000000006,24438.74,28743.82,90.0,100.0,130.0,131.0,143.0,146.0,162.0,24.99,16.99,5.5,19.99,29.99,79.99,50.0,503.96,723.67,1042.57,19.99,644.22,484.13,482.0,159.36355555555554,164.59509999999997,162.75276923076925,161.66297709923666,164.6197202797203,167.3886301369863,177.43098765432097,28743.82
38371.45,63421.76,76472.19,81210.21,81210.21,81210.21,81210.21,98.0,158.0,192.0,214.0,214.0,214.0,214.0,24.0,25.0,20.0,22.0,0.0,0.0,0.0,1948.0,2135.0,1901.72,1014.47,0.0,0.0,0.0,391.5454081632653,401.4035443037975,398.29265625,379.4869626168224,379.4869626168224,379.4869626168224,379.4869626168224,81210.21
1754.0,5299.01,10529.01,12720.17,14436.17,15592.69,25222.21,4.0,14.0,23.0,32.0,42.0,49.0,74.0,0.0,30.0,28.0,30.0,5.0,29.8,43.0,0.0,1500.0,2058.0,526.26,506.0,342.72,1991.04,438.5,378.50071428571437,457.7830434782609,397.5053125,343.71833333333336,318.21816326530615,340.84067567567564,25222.21
82028.73999999999,98869.73,110144.24,128559.11,166296.02,202984.09,218500.42,254.0,297.0,330.0,373.0,435.0,550.0,590.0,57.99,28.99,39.99,37.0,29.49,24.0,4.99,792.41,1874.48,1592.25,2099.37,3045.03,2265.47,3280.02,322.9477952755905,332.89471380471383,333.7704242424242,344.6624932975871,382.2897011494253,369.0619818181818,370.3396949152542,224798.99
11047.45,12538.7,14284.7,16212.22,17932.300000000007,24401.000000000004,33912.05,24.0,29.0,33.0,45.0,59.0,71.0,95.0,61.87,85.88,59.9,30.0,31.0,64.99,32.0,888.0,647.89,1015.6,316.0,268.0,2592.0,3690.0,460.3104166666667,432.36896551724135,432.86969696969703,360.27155555555566,303.9372881355933,343.67605633802816,356.9689473684211,46707.74000000001
8952.32,9445.32,11857.6,17465.5,17695.48,18984.48,20185.48,17.0,19.0,28.0,51.0,54.0,58.0,64.0,0.0,85.0,15.9,35.0,50.0,205.0,105.0,0.0,408.0,731.6,984.0,119.98,470.0,345.0,526.6070588235293,497.1221052631579,423.4857142857143,342.4607843137255,327.69407407407414,327.3186206896552,315.398125,21731.48
2499.100000000001,3857.37,4478.5700000000015,4992.800000000001,6845.040000000001,7835.790000000001,10110.3,4.0,8.0,10.0,12.0,17.0,20.0,27.0,0.0,46.99,151.6,207.65,59.99,48.95,73.3,0.0,595.3,469.6,306.58,824.9,741.85,728.0,624.7750000000002,482.17125,447.85700000000014,416.0666666666668,402.64941176470586,391.7895,374.45555555555563,11353.77
889.22,889.22,953.84,2026.26,2026.26,2026.26,2713.890000000001,5.0,5.0,6.0,8.0,8.0,8.0,9.0,0.0,0.0,64.62,154.73,0.0,0.0,687.63,0.0,0.0,64.62,917.69,0.0,0.0,687.63,177.84400000000002,177.84400000000002,158.97333333333333,253.28250000000003,253.28250000000003,253.28250000000003,301.5433333333333,2713.890000000001
68828.16,76816.45,96589.25,116916.7,134262.69,156647.97,170326.75,116.0,129.0,159.0,195.0,233.0,271.0,294.0,131.0,278.0,54.0,10.0,25.0,20.0,0.94,2892.79,1524.38,2355.64,1731.0,1489.73,3024.84,2067.05,593.3462068965517,595.4763565891473,607.4795597484276,599.5728205128205,576.2347210300429,578.0367896678966,579.3426870748299,193844.33
18336.910000000003,18642.910000000003,23713.640000000007,27370.060000000005,32186.330000000005,37705.67000000001,41281.650000000016,52.0,54.0,62.0,71.0,79.0,95.0,101.0,99.0,115.0,34.8,84.8,178.65,50.0,103.89,850.2,191.0,3721.0,813.3,1526.04,1026.08,1187.27,352.6328846153847,345.2390740740741,382.47806451612917,385.49380281690145,407.42189873417726,396.9017894736843,408.72920792079213,49775.52000000001
